,date,startup_name,industry_vertical,subvertical,city,investor,investment_type,amount,year,month
620,2017-09-25,cropin,technology,crop technology solutions,bengaluru,beenext,private equity,,2017,9
621,2017-09-25,rapido,consumer internet,bike aggregator mobile app,bengaluru,battery road digital holdings llc,seed,35013340.0,2017,9
622,2017-09-25,sportobuddy,consumer internet,sports & sport related equipment portal,mumbai,mehul shah,seed,12445500.0,2017,9
623,2017-09-26,credifiable,consumer internet,online consumer lending platform,bengaluru,kae capital,private equity,,2017,9
624,2017-09-26,inclov,consumer internet,matchmaking app for the differently abled,gurgaon,"rajan anandan, jamil khatri, ravi iyer, raghav bahl",seed,,2017,9
625,2017-09-26,multibhashi,consumer internet,language learning mobile app,bengaluru,"aniruddha malpani, startup oasis",seed,,2017,9
626,2017-09-27,transerve,technology,geospatial technology-based saas solutions,mumbai,"il&fs investment managers, omidyar network.",private equity,132752000.0,2017,9
627,2017-09-27,fashalot,consumer internet,o2o fashion discovery platform,gurgaon,"capillary technologies, whiteboard capital, yournest angel fund, rajul garg",private equity,,2017,9
628,2017-09-27,pitstop,consumer internet,car repair and servicing platform,bengaluru,"blume ventures, goldbell group, anurag srivastava, shailesh rao, amiya pathak, rajesh yohanan and rahul garg",private equity,82970000.0,2017,9
629,2017-09-27,gochoppers,consumer internet,luxury helicopter tourism services portal,gurgaon,"rivergate capital,",seed,,2017,9
630,2017-09-27,myupchar,consumer internet,local language health information portal,new delhi,letsventure,seed,24891000.0,2017,9
631,2017-09-28,aadyah,technology,defense tech & aerospace startup,bengaluru,keiretsu forum,private equity,82970000.0,2017,9
632,2017-01-08,touchkin,technology,predictive care platform,bengaluru,kae capital,private equity,107861000.0,2017,1
633,2017-02-08,ethinos,technology,digital marketing agency,mumbai,triton investment advisors,private equity,,2017,2
634,2017-02-08,leverage edu,consumer internet,online platform for higher education services,new delhi,"kashyap deorah, anand sankeshwar, deepak jain, sadashiva nt, arjun mehta, satish kaul, anindya ghose",seed,,2017,2
635,2017-02-08,zepo,consumer internet,diy ecommerce platform,mumbai,"kunal shah, letsventure, anupam mittal, hetal sonpal",seed,41485000.0,2017,2
636,2017-02-08,click2clinic,consumer internet,healthcare service aggregator,hyderabad,"narottam thudi, shireesh palle",seed,70524500.0,2017,2
637,2017-03-08,speedbox,logistics,on-demand logistics service provider,mumbai,cismat cargo services pvt. ltd.,seed,24891000.0,2017,3
638,2017-03-08,skill connect,consumer internet,recruitment portal,jaipur,rajasthan angel investor network,seed,,2017,3
639,2017-03-08,chai point,consumer internet,tea delivery portal & offline stores,bengaluru,"dsg consumer partners, eight roads ventures india",private equity,,2017,3
640,2017-03-08,zoctr,consumer internet,health products & services aggregator,mumbai,sidbi,private equity,,2017,3
641,2017-04-08,lime tray,technology,restaurant management solutions,new delhi,jsw ventures,private equity,,2017,4
642,2017-04-08,coutloot,ecommerce,fashion resale marketplace,mumbai,"anuj puri, redcliffe capital, artha india ventures, siddharth kothari, apoorv ranjan sharma,",seed,,2017,4
643,2017-04-08,box my space,logistics,warehouse aggregator,mumbai,"r. jayakumar, vaibhav vohra, aditya vazirani, rhea vazirani, avn business solutions, dreamweaver investments",seed,,2017,4
644,2017-05-08,curatio,healthcare,skincare speciality services,chennai,anicut capital,private equity,,2017,5
645,2017-08-08,new castle technologies,technology,hospital management software,chennai,undisclosed,seed,20161710.0,2017,8
646,2017-08-08,my forex eye,consumer internet,foreign exchange services,new delhi,"rahul dev kumar, rajesh mahajan, ankit sharma and others",seed,18253400.0,2017,8
647,2017-09-08,truxapp,logistics,mobile based logistics service,new delhi,"venugopal dhoot, ajay bhatia, tarun khandelwal, ganpat singhvi, mandhian family & others",seed,257207000.0,2017,9
648,2017-09-08,crofarm,technology,agriculture supply chain solutions,gurgaon,factor[e] ventures,seed,64965510.0,2017,9
649,2017-09-08,doodhwala,consumer internet,online milk delivery,bengaluru,tom varkey,seed,,2017,9
650,2017-10-08,stayabode,consumer internet,co-living space aggregator,bengaluru,"incubate fund, sanjay shenoy, mridul upreti,",private equity,,2017,10
651,2017-11-08,flipkart,ecommerce,online marketplace,bengaluru,softbank group,private equity,207425000000.0,2017,11
652,2017-11-08,moong labs,technology,mobile games developer,new delhi,nazara games,private equity,,2017,11
653,2017-11-08,ola cabs,consumer internet,app based cab aggregation service,gurgaon,tekne capital management,private equity,2986920000.0,2017,11
654,2017-08-14,sports flashes,consumer internet,sports content mobile app,new delhi,"bennett, coleman and company ltd (bccl),",private equity,,2017,8
655,2017-08-14,digilend,technology,personal loans & emi solutions platform,mumbai,"incred finance, fullerton india credit company ltd",seed,25886640.0,2017,8
656,2017-08-15,knab finance,consumer internet,unsecured small business loans,bengaluru,"incred, krishnakumar natarajan, ravi bhardwaj",seed,31943450.0,2017,8
657,2017-08-17,get simpl,consumer internet,payment solution mobile app,mumbai,"green visor capital lp ii, ia venture strategies fund ii lp, boillot family trust, russell m byrne, the oliver r. grace, jr. millennium trust, sf capital investments lp",seed,,2017,8
658,2017-08-20,rootefy,ecommerce,building material online store,new delhi,"abhinav gupta,",seed,15515390.0,2017,8
659,2017-08-21,uniphore,technology,speech recognition startup,chennai,idg ventures,private equity,564196000.0,2017,8
660,2017-08-21,cerebroz,consumer internet,e-tech platform,vadodara,undisclosed,seed,60899980.0,2017,8
661,2017-08-22,flochat,consumer internet,instant messaging platform,mumbai,"isquare global,",seed,,2017,8
662,2017-08-22,easygov,consumer internet,govt service application portal,noida,"social alpha, rajan anandan, rajeev ahuja, kshitij arora",seed,,2017,8
663,2017-08-23,milk basket,consumer internet,online grocery platform,gurgaon,blume ventures. lenovo capital and incubator group (lcig),seed,,2017,8
664,2017-08-23,dhruva,technology,cloud data protection and management solutions,pune,"riverwood capital, sequoia capital india, nexus venture partners, tenaya capital",private equity,6637600000.0,2017,8
665,2017-08-23,bombay shaving company,ecommerce,men grooming product etailer,new delhi,fireside ventures,private equity,190831000.0,2017,8
666,2017-08-23,awign,technology,operations and manpower outsourcing,bengaluru,"iit ropar, imanpreet singh arora, sidharth rozario, saurabh abichandani, shikhar gupta,",seed,,2017,8
667,2017-08-23,indiez,technology,software & mobile app development platform,bengaluru,haresh chawla,seed,41485000.0,2017,8
668,2017-08-24,ezetap,technology,mpos solutions provider,bengaluru,"js capital management, social capital, horizons ventures,",private equity,1327520000.0,2017,8
669,2017-08-25,ink monk,consumer internet,online printing marketplace,chennai,"vamm ventures, raksul, dena",seed,62227500.0,2017,8
670,2017-08-25,medinfi,consumer internet,online doctor discovery platform,bengaluru,"pbs srinivas, vinod martin,",seed,10371250.0,2017,8
671,2017-08-28,mobikon,technology,restaurant & hotel crm platform,pune,"sistema asia fund, c31 ventures, qualgro.",private equity,580790000.0,2017,8
672,2017-08-29,curefit,consumer internet,end to end health and wellness platform.,bengaluru,"accel, idg ventures, kalaari capital,\\xc2\\xa0 uc-rnt fund",private equity,2074250000.0,2017,8
673,2017-08-29,doxper,technology,healthtech iot platform,mumbai,"idal health, growx ventures, capier investments, globevestor & others",seed,62227500.0,2017,8
674,2017-08-29,fieldassist,technology,saas based sales force automation services,gurgaon,small industries development bank of india (sidbi),debt funding,,2017,8
675,2017-08-30,treebo,consumer internet,budget hotel aggregator platform,bengaluru,"ward ferry management and karst peak capital,",private equity,2820980000.0,2017,8
676,2017-08-30,medgenome,technology,genomics research and diagnostics solutions,bengaluru,"sequoia india, sofina s.a., zodius capital, kris gopalakrishnan, lakshmi narayanan,",private equity,2489100000.0,2017,8
677,2017-01-07,billion loans,consumer internet,peer to peer lending platform,bengaluru,reliance corporate advisory services ltd,seed,82970000.0,2017,1
678,2017-03-07,ecolibriumenergy,technology,energy management solutions provider,ahmedabad,"infuse ventures, jll",private equity,215722000.0,2017,3
679,2017-04-07,droom,ecommerce,online marketplace for automobiles,gurgaon,"asset management (asia) ltd, digital garage inc",private equity,1659400000.0,2017,4
680,2017-05-07,jumbotail,ecommerce,online marketplace for food and grocery,bengaluru,"kalaari capital, nexus india capital advisors",private equity,705245000.0,2017,5
681,2017-05-07,moglix,ecommerce,b2b marketplace for industrial products,noida,"international finance corporation, rocketship, accel, jungle ventures, shailesh rao, venture highway",private equity,995640000.0,2017,5
682,2017-05-07,timesaverz,consumer internet,hyperlocal home services provider,mumbai,bccl,private equity,82970000.0,2017,5
683,2017-06-07,minjar,technology,cloud solutions provider,bengaluru,"blume ventures, contrarian capital india partners, emergent ventures india, pallav nadhani, ashish gupta, sharad sharma, sirion labs",seed,,2017,6
684,2017-06-07,mycity4kids,consumer internet,parenting blog and kids\\xe2\\x80\\x99 events discovery platform,gurgaon,,seed,,2017,6
685,2017-07-07,clip app,consumer internet,digital media video platform,bengaluru,"india quotient, shunwei capital",seed,82970000.0,2017,7
686,2017-07-07,upwardly.in,consumer internet,mf investment platform,bengaluru,"sreeram iyer, suvo sarkar, anita gupta, likemind ventures",seed,,2017,7
687,2017-10-07,autorox.co,technology,workshop management software platform,hyderabad,mitsui & co.,private equity,248910000.0,2017,10
688,2017-11-07,fabogo,consumer internet,salon & spa aggregation & discovery platform,pune,dunamis ventures pte ltd,private equity,186682500.0,2017,11
689,2017-11-07,flickstree,consumer internet,video content discovery platform,mumbai,"venture catalysts, sourav ganguly, ankit aditya, moksh sports ventures",seed,38498080.0,2017,11
690,2017-11-07,design cafe,consumer internet,online interior design platform,bengaluru,"fireside ventures, apurva salarpuria, sidharth pansari, sprout capital",seed,,2017,11
691,2017-12-07,innoviti,technology,digital payments solutions,bengaluru,"sbi-fmo fund, bessemer venture partners, catamaran ventures",private equity,1534945000.0,2017,12
692,2017-12-07,vdeliver,logistics,door step delivery platform,hyderabad,"corvus ventures, mape advisory group",private equity,,2017,12
693,2017-12-07,bottr.me,technology,chatbot creation tool,bengaluru,"500 startups, purvi capital, rajan anandan, abhishek gupta",seed,,2017,12
694,2017-12-07,arcatron,technology,next gen mobility device manufacturer,pune,indian angel network,seed,,2017,12
695,2017-07-14,qwikspec,technology,construction site operations and analytics platform,bengaluru,"brigade innovations llp, tv mohandas pai, suhail rahman, bobby reddy, m george oommen",seed,44803800.0,2017,7
696,2017-07-14,chumbak,ecommerce,designer consumer products marketplace,bengaluru,blacksoil capital pvt. ltd,private equity,141049000.0,2017,7
697,2017-07-17,increff,technology,sales solutions for fashion brands,bengaluru,"sequoia capital, grey orange, rajesh ramaiah, anshuman das, rishi das",seed,165940000.0,2017,7
698,2017-07-17,vayana,technology,enterprise banking solutions,pune,"idg ventures india advisors, jungle ventures",private equity,331880000.0,2017,7
699,2017-07-18,mobiquest,technology,mobile services & solutions,noida,one97 communication ltd,private equity,,2017,7
700,2017-07-18,ambee,consumer internet,ambulance aggregation services,hyderabad,"uber technologies inc, amaya capital llp",seed,,2017,7
701,2017-07-18,ideal insurance,consumer internet,online insurance platform,kolkata,xelpmoc,seed,,2017,7
702,2017-07-18,hypernova interactive,technology,mobile games creator,bengaluru,kae capital,seed,,2017,7
703,2017-07-19,rentomojo,consumer internet,consumer leasing platform,bengaluru,"ain capital ventures, renaud laplanche",private equity,829700000.0,2017,7
704,2017-07-19,aircto,consumer internet,ai powered recruitment platform,bengaluru,francesco cara,seed,,2017,7
705,2017-07-19,playablo,technology,gamified learning app,bengaluru,abi-showatech (india) ltd,seed,49782000.0,2017,7
706,2017-07-20,trupay,technology,online payments platform,gurgaon,"kae capital, m&s partners,",seed,58079000.0,2017,7
707,2017-07-21,brick2wall,ecommerce,online marketplace for construction material,gurgaon,"subramani somasundaram, sundeep sahni, mayank mittal & others",seed,16594000.0,2017,7
708,2017-07-21,fablestreet,ecommerce,women work wear etailer,new delhi,"harmeet bajaj, pameela p, fusiontech ventures & others",seed,,2017,7
709,2017-07-21,monsoon fintech,technology,machine learning access platform,new delhi,"sunil kalra, aditya singh, rishi srivastava, rajan anandan",seed,,2017,7
